x0,x1,labels
-3.5,-3.37,0
-3.67,-2.08,0
-0.61,3.41,1
-0.55,1.82,1
1.72,1.65,0
-3.83,-2.32,0
-2.87,3.34,1
2.91,2.15,0
-3.4,3.72,1
-3.51,2.78,1
3.13,1.39,0
1.79,3.88,0
1.92,-2.83,1
-0.34,1.9,1
2.09,-1.78,1
-2.32,3.97,1
-0.24,2.2,1
0.36,3.34,0
-0.17,-0.27,0
2.19,-1.23,1
0.08,-0.53,1
-0.5,-1.16,0
-3.73,2.35,1
2.22,1.57,0
2.88,-3.68,1
-1.98,-2.84,0
1.94,0.72,0
1.36,3.73,0
-3.97,-2.68,0
2.48,2.17,0
0.59,3.06,0
-3.45,-3.82,0
-3.09,0.27,1
0.36,-1.25,1
3.03,-0.82,1
-3.32,2.69,1
1.35,3.74,0
0.88,-2.23,1
-2.9,2.53,1
-2.41,-1.82,0
0.67,-2.83,1
0.88,-2.86,1
0.34,3.59,0
3.97,-1.28,1
0.57,1.23,0
-0.57,2.96,1
1.16,-2.92,1
-3.48,0.88,1
3.62,-1.29,1
-0.47,2.88,1
-0.37,-0.07,0
1.09,3.53,0
-2.72,0.63,1
3.41,1.77,0
3.42,-1.47,1
1.89,2.71,0
0.6,-2.81,1
2.66,2.67,0
-2.37,-1.59,0
3.14,-1.02,1
1.17,-2.05,1
-0.76,3.69,1
-3.11,-3.09,0
-0.6,-3.21,0
-3.05,-3.07,0
3.39,-0.51,1
-1.06,-2.22,0
3.55,3.98,0
0.94,-0.95,1
-2.8,-1.01,0
-0.07,1.83,1
0.66,-2.72,1
-0.32,-0.14,0
2.12,-0.02,1
-0.41,-0.08,0
-0.53,2.32,1
-0.05,1.08,1
1.82,0.48,0
-3.03,-1.08,0
2.04,0.63,0
-1.01,-1.06,0
-2.3,3.99,1
-3.46,-1.91,0
3.5,2.3,0
1.53,2.77,0
-2.21,-3.34,0
3.44,-0.71,1
0.27,-3.53,1
3.78,-0.28,1
1.58,-3.97,1
-3.18,-3.21,0
-2.46,-1.26,0
-3.04,1.09,1
3.36,0.45,0
2.2,-1.79,1
-0.26,-1.91,0
1.69,0.13,0
-0.92,2.0,1
2.18,-2.24,1
-1.58,3.87,1
2.15,-1.9,1
-3.94,2.98,1
-1.66,1.18,1
-0.4,1.26,1
-3.08,-2.91,0
2.9,0.31,0
-1.17,2.27,1
3.23,-1.93,1
3.43,1.18,0
-1.3,-0.49,0
0.94,-1.5,1
-2.47,-2.16,0
-2.57,-1.62,0
-1.0,-1.52,0
-3.07,-3.12,0
3.93,0.63,0
-2.05,-2.47,0
-1.38,2.57,1
2.36,2.07,0
-2.48,-2.19,0
-2.15,3.03,1
-3.54,1.39,1
-3.95,2.41,1
2.81,3.74,0
1.1,0.4,0
0.32,-2.21,1
2.09,-1.97,1
0.95,3.42,0
-3.12,-0.66,0
2.98,-0.7,1
-1.44,-2.79,0
-3.62,-1.37,0
-3.11,-3.95,0
-2.9,-1.09,0
-3.24,-0.59,0
0.85,0.19,0
-2.41,-1.93,0
-0.68,2.6,1
2.45,-0.37,1
-1.96,-1.29,0
3.03,-2.85,1
-2.51,0.6,1
-0.23,-1.98,0
0.07,1.04,0
-0.46,-1.97,0
2.24,2.56,0
1.33,-2.78,1
-3.66,-1.53,0
1.01,0.07,0
-3.01,0.25,1
0.83,-0.66,1
-2.98,0.43,1
-0.37,0.93,1
1.3,-2.29,1
3.2,0.42,0
2.5,-1.12,1
-2.22,-2.23,0
-0.76,2.07,1
-1.44,3.21,1
3.35,0.05,0
3.73,3.26,0
-3.4,-0.03,0
-0.27,-1.19,0
1.85,-1.48,1
-0.87,3.68,1
-0.17,0.98,1
-0.33,-1.05,0
3.4,-0.55,1
3.03,-2.22,1
3.98,2.21,0
1.25,2.0,0
3.04,0.77,0
-1.63,3.16,1
2.48,-3.85,1
-2.21,1.62,1
-2.7,-2.07,0
-2.34,0.48,1
0.74,-1.79,1
-2.25,-1.01,0
1.84,-1.94,1
-1.3,-3.77,0
2.25,-3.72,1
0.72,0.17,0
1.77,2.0,0
-0.25,3.57,1
0.33,2.44,0
0.59,-1.48,1
3.19,0.25,0
-1.05,-1.36,0
-2.98,0.79,1
1.74,-1.05,1
0.09,2.93,0
-3.22,2.02,1
3.22,0.8,0
-2.84,2.43,1
0.21,-0.22,1
-1.57,2.82,1
2.71,0.79,0
0.1,-3.47,1
1.37,-0.21,1
3.92,-3.47,1
0.43,1.79,0
2.16,-3.63,1
-0.62,-0.7,0
-2.79,1.32,1
-3.45,0.04,1
2.58,-0.01,1
-1.54,-2.84,0
3.17,0.47,0
3.94,2.74,0
-0.46,-0.15,0
-1.38,1.24,1
-2.41,-3.54,0
-0.28,2.39,1
2.9,2.7,0
1.41,2.79,0
-0.06,-3.6,0
0.15,2.82,0
3.35,3.87,0
-0.25,3.38,1
1.21,-3.25,1
2.56,1.32,0
3.27,-2.26,1
-1.73,3.99,1
1.56,2.71,0
3.76,3.01,0
-3.49,2.12,1
-0.26,-0.97,0
3.48,-2.26,1
3.15,0.55,0
0.99,-3.38,1
3.46,-2.87,1
0.66,2.22,0
1.19,-3.78,1
-2.98,3.82,1
1.71,2.84,0
-0.48,0.51,1
-2.62,0.84,1
1.9,-2.95,1
3.47,0.92,0
0.81,-0.81,1
0.35,-2.63,1
-0.26,2.91,1
-1.67,-3.59,0
-0.8,-1.57,0
0.97,1.45,0
0.13,3.54,0
0.27,0.77,0
-1.42,3.72,1
3.4,3.34,0
1.02,1.15,0
0.14,2.5,0
0.56,-2.04,1
-1.82,1.22,1
-1.57,-2.43,0
3.97,-1.56,1
0.19,-3.08,1
2.55,-2.36,1
2.79,0.86,0
-1.8,-0.21,0
1.98,-0.66,1
-0.78,-3.28,0
0.72,3.94,0
-1.56,-3.0,0
-0.08,3.91,1
-1.77,0.04,1
-2.53,2.46,1
2.33,-2.56,1
-3.72,-0.83,0
1.96,1.6,0
-0.53,-3.51,0
-2.08,-2.89,0
2.71,-3.16,1
0.06,1.46,0
3.7,3.36,0
-2.06,-1.56,0
-0.76,-1.11,0
-1.32,2.69,1
-1.21,-1.69,0
-1.49,-2.23,0
-2.54,-3.68,0
-2.76,0.25,1
0.05,-1.15,1
-3.31,1.96,1
-1.14,0.65,1
-0.99,2.81,1
-2.57,-0.75,0
1.9,1.09,0
-2.07,-3.35,0
1.79,-2.78,1
1.43,1.46,0
-2.56,-1.55,0
2.57,-1.67,1
-0.01,-1.65,0
-0.8,2.95,1
-2.13,1.22,1
-2.13,1.17,1
3.79,-1.49,1
3.11,2.29,0
3.44,-3.65,1
2.52,2.53,0
-3.99,-0.4,0
-0.54,3.41,1
3.27,-2.94,1
3.61,-2.01,1
-3.66,1.03,1
-1.31,0.59,1
0.04,-1.17,1
-2.52,-0.55,0
-2.07,2.94,1
1.48,-0.38,1
-2.32,-3.81,0
3.62,3.18,0
0.28,2.94,0
-3.92,-2.78,0
2.15,-3.85,1
-3.84,-2.98,0
2.04,-3.14,1
-1.1,2.47,1
3.83,3.79,0
-3.62,-2.86,0
0.61,-2.99,1
2.32,2.17,0
-1.28,1.77,1
-3.21,-1.99,0
2.98,-1.79,1
1.98,2.74,0
-0.06,2.21,1
1.4,-1.22,1
2.39,-3.79,1
0.02,0.14,0
0.33,3.26,0
1.32,-1.14,1
0.13,0.74,0
-1.69,-1.61,0
-0.22,-2.7,0
0.1,-2.27,1
-1.64,0.15,1
-1.63,3.75,1
0.66,0.93,0
-3.96,1.86,1
3.92,0.91,0
-3.34,-1.61,0
0.35,-2.76,1
-0.55,3.37,1
3.16,3.46,0
1.15,-0.33,1
0.71,-2.84,1
-1.18,2.16,1
-1.26,-0.4,0
0.44,0.59,0
3.8,-2.46,1
3.88,1.1,0
3.94,0.99,0
1.66,-1.28,1
-2.3,0.68,1
-0.16,-0.34,0
3.13,1.17,0
2.26,-1.74,1
-2.09,-3.02,0
3.53,0.17,0
-1.77,2.29,1
0.33,-0.43,1
3.14,2.96,0
-3.38,2.48,1
-2.57,-2.98,0
-2.96,-0.42,0
-3.77,-2.65,0
-3.9,-0.93,0
-1.1,-0.8,0
-3.55,3.52,1
1.64,-0.79,1
-0.59,3.7,1
-0.45,-3.37,0
2.73,1.53,0
1.35,-0.04,1
-3.22,-3.87,0
2.95,0.76,0
0.5,0.27,0
2.13,3.88,0
2.25,-1.53,1
-2.14,-1.31,0
-3.12,-3.78,0
2.87,-1.83,1
-1.19,-1.65,0
3.1,-1.7,1
-3.63,-2.08,0
-1.81,1.73,1
-1.75,2.75,1
4.0,3.31,0
1.07,-0.78,1
-1.75,1.25,1
-0.69,2.28,1
1.52,-2.27,1
2.71,2.44,0
3.04,2.48,0
1.35,1.04,0
1.66,-2.63,1
3.72,-1.88,1
1.93,1.3,0
-1.6,-3.28,0
-0.74,-2.21,0
-1.77,1.59,1
1.51,2.75,0
3.9,0.52,0
2.49,-3.24,1
-2.72,-3.33,0
2.42,0.85,0
1.85,-1.5,1
-0.17,3.08,1
-2.14,-0.51,0
0.19,2.58,0
-4.0,1.15,1
-3.92,-0.24,0
-0.68,0.19,1
-2.98,2.85,1
-0.18,-0.3,0
-1.67,1.61,1
1.18,1.51,0
3.44,-2.5,1
-2.1,3.61,1
-2.16,-1.32,0
3.2,-0.61,1
0.11,-3.54,1
-2.12,2.57,1
3.73,1.89,0
0.53,1.88,0
-0.98,-2.34,0
3.47,2.61,0
-2.24,-0.87,0
0.73,1.29,0
-2.04,-1.14,0
0.96,-0.51,1
3.05,2.2,0
-0.84,-0.15,0
-3.33,-0.12,0
1.51,1.68,0
3.06,-1.97,1
-0.07,0.04,1
-2.33,1.63,1
1.14,-1.14,1
-1.41,-0.87,0
-0.46,-0.6,0
1.05,2.53,0
1.67,-2.8,1
-0.51,0.8,1
2.18,1.05,0
-3.2,-3.34,0
1.55,0.03,0
-2.1,-1.47,0
-0.61,-2.1,0
1.19,3.47,0
-0.33,3.26,1
-3.79,3.56,1
0.43,-0.41,1
-0.19,-2.69,0
3.41,0.44,0
-0.86,0.64,1
2.39,1.93,0
-1.38,1.87,1
-1.9,2.71,1
2.32,-3.32,1
-1.8,-2.31,0
-3.05,3.53,1
2.08,-0.21,1
-2.25,-1.11,0
0.44,3.98,0
1.81,2.07,0
3.43,1.77,0
2.46,-1.42,1
2.24,-3.64,1
2.01,-3.26,1
-0.39,-0.78,0
-1.91,1.76,1
1.91,1.22,0
3.22,1.02,0
-3.48,-3.32,0
3.64,1.6,0
3.4,-2.73,1
0.21,-0.92,1
-1.41,1.45,1
2.75,3.16,0
0.99,1.32,0
1.59,-2.44,1
2.0,3.72,0
-1.7,-2.82,0
3.33,-0.83,1
-1.16,1.67,1
-1.18,-1.84,0
-0.61,0.97,1
1.75,-3.0,1
0.2,0.69,0
-3.54,2.58,1
1.14,-1.08,1
-0.8,2.59,1
0.36,-3.6,1
1.03,-3.31,1
-2.52,-1.63,0
-3.47,2.14,1
3.61,-1.92,1
3.41,-2.06,1
-1.79,-2.61,0
-0.5,-2.51,0
1.9,0.86,0
-2.14,3.75,1
-3.83,-3.12,0
0.42,1.23,0
