x0,x1,labels
0.69,1.1,0
0.77,0.04,0
-0.77,0.88,0
0.66,-0.59,0
0.31,0.8,0
1.13,-0.08,0
0.1,-1.16,0
0.59,-0.97,0
-0.4,-0.89,0
1.0,-0.29,0
-1.07,-0.37,0
-0.82,0.94,0
-1.28,-0.05,0
-0.86,0.96,0
0.5,0.91,0
1.02,0.39,0
-1.11,-0.29,0
-0.94,-0.95,0
0.94,0.71,0
-0.38,-0.97,0
0.61,-1.03,0
-1.22,-0.32,0
0.51,-0.79,0
0.95,-0.18,0
-0.38,0.5,0
0.55,0.27,0
-1.25,0.04,0
-0.68,-0.64,0
-0.74,-1.0,0
-0.88,0.0,0
-0.91,-0.97,0
-0.17,1.21,0
1.02,-0.04,0
-1.53,0.09,0
-0.03,1.1,0
0.82,-0.5,0
0.65,-0.38,0
0.49,-0.9,0
0.24,0.58,0
0.68,1.13,0
-0.15,0.9,0
1.35,0.08,0
0.53,-1.07,0
-1.08,0.16,0
-1.11,0.15,0
0.82,-0.51,0
0.79,-0.58,0
-0.82,-0.41,0
0.67,0.72,0
0.88,0.87,0
1.15,0.49,0
0.5,0.86,0
-0.95,0.31,0
-0.05,1.12,0
-1.1,-0.08,0
1.0,-0.3,0
0.33,0.87,0
1.04,0.38,0
0.82,0.29,0
0.55,-0.48,0
-1.24,-0.28,0
-0.37,0.89,0
-0.68,-0.51,0
0.9,0.58,0
0.61,0.83,0
-0.06,1.22,0
0.95,0.07,0
0.01,0.48,0
-0.53,-0.7,0
0.55,-1.06,0
-1.02,-0.14,0
-0.28,-0.9,0
0.72,-0.94,0
0.61,-0.55,0
-0.82,1.36,0
0.22,-1.14,0
-0.38,0.97,0
-0.76,0.18,0
0.82,0.72,0
-0.34,-1.07,0
-0.95,-0.14,0
-0.31,0.76,0
-0.81,-0.7,0
-0.3,-0.81,0
0.32,1.1,0
0.77,0.6,0
0.53,-0.49,0
0.98,0.18,0
-0.22,1.12,0
0.75,-0.78,0
0.91,0.63,0
-0.56,1.14,0
-0.6,0.78,0
0.66,-0.76,0
0.58,0.69,0
0.53,-0.77,0
-0.54,-1.22,0
0.93,-0.7,0
-1.22,-0.42,0
-0.54,-0.87,0
-0.96,0.99,0
-1.01,-0.29,0
-0.61,-0.6,0
-0.51,0.73,0
-0.42,-0.12,0
0.6,0.77,0
-0.91,0.19,0
0.65,0.83,0
0.56,-0.94,0
-0.64,1.05,0
-0.99,-0.81,0
-0.92,-0.5,0
0.86,-0.47,0
0.26,0.44,0
0.67,-0.88,0
-1.11,-0.62,0
-0.11,-0.9,0
-0.06,-0.95,0
-0.37,1.13,0
-0.86,0.39,0
-0.39,0.83,0
-0.77,-0.58,0
-0.67,-0.55,0
0.05,-1.09,0
-0.88,-0.41,0
-0.85,-0.69,0
0.67,0.79,0
-0.86,0.31,0
-0.5,-0.65,0
-0.84,0.3,0
-0.1,-1.47,0
-0.18,-1.1,0
-0.02,-0.8,0
0.77,-0.09,0
0.01,0.93,0
1.13,0.17,0
-0.4,-0.64,0
0.61,-0.85,0
-0.97,0.16,0
-0.03,-0.82,0
-0.58,0.6,0
0.3,0.75,0
-0.68,0.29,0
-1.23,-0.33,0
1.11,0.3,0
-0.27,-1.16,0
-1.41,0.08,0
-1.02,0.93,0
-0.85,-0.54,0
0.39,0.93,0
0.82,0.6,0
-0.06,1.01,0
1.04,-0.35,0
-1.12,0.6,0
0.51,-0.86,0
0.17,-0.41,0
-0.38,1.03,0
1.24,-0.46,0
1.03,0.04,0
-0.5,-1.25,0
-0.32,1.15,0
0.71,0.45,0
1.18,0.34,0
0.72,-0.51,0
-0.88,0.78,0
0.31,0.73,0
1.09,-0.57,0
-0.15,-0.86,0
1.15,0.01,0
0.28,0.96,0
-1.18,0.43,0
-0.47,0.34,0
0.16,-1.07,0
-0.04,-0.96,0
0.06,0.92,0
-0.6,-0.66,0
-0.0,1.07,0
0.61,-0.79,0
1.03,0.08,0
-0.27,-1.0,0
1.06,0.53,0
-1.06,0.04,0
1.02,-0.34,0
-0.63,0.01,0
0.53,-0.33,0
-0.4,-0.68,0
-0.7,-0.7,0
0.84,-0.01,0
-0.72,0.75,0
0.09,-0.94,0
-0.67,-0.4,0
0.96,0.43,0
-0.37,-0.74,0
0.66,0.75,0
0.51,-0.52,0
0.89,0.61,0
0.22,-0.97,0
-0.89,0.54,0
0.66,0.87,0
-0.99,0.33,0
1.03,0.04,0
-0.73,0.16,0
-0.43,-1.26,0
1.26,-0.14,0
-1.18,-0.28,0
0.67,0.55,0
0.51,-0.28,0
-1.11,0.46,0
1.22,0.17,0
0.01,0.01,1
-0.06,-0.17,1
0.12,0.48,1
0.04,-0.03,1
-0.07,0.51,1
-0.31,-0.0,1
-0.14,0.33,1
0.34,-0.08,1
-0.42,-0.2,1
-0.22,-0.14,1
0.06,0.03,1
0.12,0.3,1
-0.02,0.13,1
0.1,0.46,1
-0.01,-0.08,1
-0.14,0.72,1
0.36,0.2,1
-0.23,-0.03,1
0.06,0.29,1
-0.23,-0.44,1
-0.12,0.12,1
-0.13,-0.19,1
0.24,0.62,1
0.12,0.03,1
-0.27,-0.13,1
-0.25,-0.12,1
-0.56,-0.03,1
0.16,-0.23,1
0.25,-0.09,1
-0.01,0.13,1
0.39,0.1,1
-0.08,-0.48,1
-0.6,0.27,1
-0.07,-0.03,1
0.05,-0.47,1
-0.13,-0.1,1
-0.46,0.15,1
-0.31,-0.13,1
-0.14,0.38,1
0.57,-0.17,1
-0.08,0.36,1
0.62,-0.32,1
-0.38,-0.2,1
0.04,-0.81,1
-0.21,0.4,1
0.15,-0.52,1
0.28,-0.32,1
0.18,0.17,1
0.23,0.32,1
-0.27,0.52,1
-0.25,0.32,1
-0.17,0.34,1
0.12,0.06,1
0.29,0.32,1
-0.02,-0.07,1
0.05,0.08,1
0.09,0.04,1
-0.28,0.01,1
-0.59,-0.11,1
-0.02,-0.01,1
0.42,-0.19,1
0.48,-0.05,1
-0.39,0.29,1
0.57,-0.27,1
-0.26,0.02,1
-0.01,0.09,1
-0.12,-0.3,1
0.15,0.32,1
-0.47,0.42,1
-0.05,0.11,1
0.35,0.09,1
-0.26,-0.56,1
-0.07,-0.28,1
0.31,-0.37,1
0.19,-0.37,1
0.12,0.19,1
0.41,-0.09,1
0.57,-0.32,1
0.47,-0.03,1
0.09,0.02,1
0.29,-0.12,1
0.05,0.25,1
0.49,0.14,1
0.58,0.24,1
0.22,0.33,1
-0.05,-0.02,1
-0.1,0.08,1
-0.06,0.08,1
-0.06,0.08,1
0.53,-0.23,1
-0.01,0.46,1
-0.11,0.52,1
-0.22,-0.37,1
-0.25,0.39,1
0.28,-0.06,1
-0.26,0.2,1
0.55,-0.59,1
0.37,0.1,1
0.36,0.14,1
0.4,-0.47,1
-0.02,-0.07,1
-0.17,0.03,1
-0.03,0.19,1
0.04,-0.05,1
-0.64,0.0,1
0.52,-0.07,1
-0.06,-0.79,1
-0.07,-0.26,1
0.2,0.42,1
-0.1,-0.19,1
-0.06,0.01,1
0.05,0.04,1
0.2,0.15,1
0.1,-0.02,1
-0.01,-0.28,1
-0.27,0.04,1
0.42,0.14,1
-0.1,-0.28,1
0.32,-0.13,1
0.52,0.18,1
-0.4,-0.08,1
0.39,0.52,1
-0.54,-0.2,1
-0.55,-0.22,1
0.12,-0.47,1
0.08,0.16,1
-0.33,-0.46,1
-0.32,0.03,1
-0.05,0.33,1
0.09,-0.16,1
0.13,0.05,1
0.23,0.21,1
0.05,-0.23,1
-0.24,0.14,1
0.62,-0.03,1
-0.37,0.09,1
0.01,0.49,1
0.19,-0.13,1
0.41,-0.54,1
0.4,-0.32,1
0.21,0.24,1
0.58,0.03,1
0.26,-0.05,1
0.42,0.21,1
0.01,-0.27,1
-0.15,-0.05,1
-0.32,0.17,1
-0.15,-0.35,1
-0.3,0.22,1
-0.16,0.2,1
0.54,0.03,1
0.04,-0.28,1
-0.21,-0.02,1
0.08,0.36,1
0.04,-0.47,1
-0.16,0.04,1
-0.23,-0.3,1
0.03,0.07,1
0.29,0.15,1
-0.09,0.1,1
0.21,0.23,1
-0.24,0.27,1
-0.4,-0.12,1
0.4,0.31,1
0.15,0.69,1
0.32,0.5,1
-0.29,0.18,1
-0.01,-0.38,1
0.34,-0.08,1
0.0,-0.36,1
-0.33,-0.1,1
-0.03,-0.42,1
0.14,-0.14,1
-0.2,0.41,1
-0.16,0.19,1
0.39,-0.35,1
-0.02,-0.38,1
0.36,-0.35,1
0.47,0.23,1
-0.65,-0.1,1
-0.46,-0.5,1
-0.01,0.17,1
0.1,-0.3,1
0.17,-0.43,1
-0.56,-0.35,1
-0.22,-0.05,1
0.0,-0.17,1
0.34,0.14,1
0.51,0.04,1
-0.01,-0.59,1
0.05,-0.13,1
0.08,-0.1,1
-0.33,0.36,1
0.49,-0.23,1
-0.37,-0.03,1
0.65,0.11,1
-0.19,0.12,1
-0.22,-0.19,1
-0.18,0.3,1
-0.4,-0.49,1
-0.11,-0.23,1
0.24,-0.46,1
-0.1,-0.12,1
0.21,-0.53,1
-0.01,-0.43,1
-0.29,-0.09,1
-0.18,-0.12,1
-1.14,0.27,1
-0.31,-0.3,1
-0.21,0.37,1
0.21,0.06,1
0.3,-0.0,1
0.09,0.32,1
0.52,0.25,1
0.31,0.14,1
-0.27,0.07,1
-0.46,0.44,1
0.05,0.06,1
-0.24,-0.19,1
-0.41,0.24,1
-0.29,-0.23,1
0.01,0.5,1
-0.06,-0.2,1
-0.09,-0.43,1
0.27,0.08,1
-0.27,-0.22,1
0.47,-0.13,1
0.22,0.31,1
-0.22,0.01,1
0.1,-0.0,1
-0.4,-0.1,1
-0.55,-0.06,1
-0.01,-0.39,1
0.0,-0.02,1
0.01,0.83,1
0.15,0.06,1
-0.19,0.01,1
-0.2,-0.22,1
0.27,0.08,1
0.19,-0.08,1
-0.52,0.14,1
-0.07,0.32,1
-0.02,0.46,1
-0.4,-0.04,1
-0.2,-0.18,1
-0.17,0.22,1
0.43,-0.0,1
-0.12,-0.15,1
0.22,-0.52,1
-0.21,-0.21,1
-0.11,0.52,1
-0.21,0.21,1
0.24,-0.33,1
0.19,0.31,1
-0.15,0.2,1
0.15,-0.08,1
0.25,-0.43,1
0.0,0.08,1
0.04,-0.06,1
-0.45,-0.18,1
0.14,-0.26,1
0.18,0.34,1
-0.2,-0.04,1
-0.12,-0.25,1
-0.05,-0.02,1
0.55,-0.03,1
0.49,-0.08,1
-0.07,0.13,1
0.02,0.21,1
0.19,-0.22,1
0.17,0.17,1
-0.22,0.07,1
0.15,0.09,1
-0.08,0.15,1
0.13,0.41,1
0.16,-0.06,1
0.07,0.41,1
0.29,0.25,1
0.15,0.1,1
-0.21,-0.1,1
0.07,-0.11,1
0.24,-0.03,1
0.19,-0.39,1
0.01,0.42,1
-0.49,-0.08,1
0.32,0.17,1
0.37,0.05,1
-0.08,0.46,1
-0.33,-0.23,1
0.36,-0.04,1
0.37,-0.34,1
-0.21,-0.01,1
-0.44,-0.34,1
0.09,0.32,1
0.59,0.23,1
0.0,0.44,1
-0.01,-0.1,1
-0.13,0.11,1
0.06,-0.35,1
-0.84,-0.13,1
