x0,x1,labels
-0.06,-0.2,0
-0.06,-0.04,0
-0.06,-0.01,0
-0.06,0.0,0
-0.06,0.37,0
-0.06,0.57,0
-0.05,-0.1,0
-0.05,0.09,0
-0.05,0.15,0
-0.04,-0.45,0
-0.04,-0.25,0
-0.04,-0.18,0
-0.04,-0.15,0
-0.04,0.16,0
-0.04,0.74,0
-0.04,0.74,0
-0.04,0.88,0
-0.03,-0.42,0
-0.03,-0.25,0
-0.03,-0.21,0
-0.03,-0.1,0
-0.02,-0.17,0
-0.02,0.24,0
-0.02,0.3,0
-0.02,0.62,0
-0.02,0.65,0
-0.01,-0.38,0
-0.01,-0.03,0
-0.01,-0.01,0
-0.01,0.21,0
-0.01,0.21,0
-0.01,0.5,0
0.0,-0.42,0
-0.0,-0.35,0
0.0,0.05,0
-0.0,0.28,0
-0.0,0.5,0
-0.0,0.58,0
0.0,0.64,0
0.01,-0.04,0
0.01,0.14,0
0.01,0.19,0
0.01,0.21,0
0.01,0.53,0
0.01,1.1,0
0.02,-0.61,0
0.02,-0.61,0
0.02,0.26,0
0.02,0.32,0
0.02,0.61,0
0.03,-0.09,0
0.03,0.03,0
0.04,-0.45,0
0.04,-0.21,0
0.04,0.13,0
0.04,0.17,0
0.04,0.24,0
0.04,0.36,0
0.04,0.59,0
0.04,0.8,0
0.04,0.83,0
0.05,-0.39,0
0.05,-0.23,0
0.05,-0.23,0
0.05,-0.1,0
0.05,-0.0,0
0.05,0.49,0
0.06,-0.4,0
0.06,0.18,0
0.07,-0.52,0
0.07,-0.42,0
0.07,-0.42,0
0.07,-0.29,0
0.07,-0.29,0
0.07,-0.13,0
0.07,-0.07,0
0.07,-0.05,0
0.07,0.04,0
0.07,0.21,0
0.07,0.79,0
0.08,-0.22,0
0.08,-0.08,0
0.08,0.08,0
0.08,0.12,0
0.08,0.22,0
0.08,0.35,0
0.08,0.53,0
0.08,0.69,0
0.09,-0.42,0
0.09,-0.41,0
0.09,-0.06,0
0.09,0.02,0
0.09,0.32,0
0.09,0.33,0
0.09,0.45,0
0.09,0.76,0
0.1,-0.32,0
0.1,-0.21,0
0.1,-0.19,0
0.1,0.1,0
0.1,0.13,0
0.1,0.17,0
0.1,0.23,0
0.11,-0.49,0
0.11,-0.1,0
0.11,0.19,0
0.11,0.69,0
0.12,-0.39,0
0.12,-0.29,0
0.12,-0.21,0
0.12,-0.18,0
0.13,0.01,0
0.13,0.07,0
0.13,0.37,0
0.13,0.47,0
0.13,0.69,0
0.14,-0.33,0
0.14,-0.09,0
0.14,0.08,0
0.14,0.13,0
0.14,0.6,0
0.14,0.74,0
0.15,-0.93,0
0.15,-0.07,0
0.15,-0.01,0
0.15,0.19,0
0.15,0.2,0
0.15,0.24,0
0.15,0.48,0
0.15,0.74,0
0.16,-0.7,0
0.16,-0.3,0
0.16,-0.07,0
0.16,-0.02,0
0.16,0.15,0
0.16,0.18,0
0.16,0.18,0
0.16,0.3,0
0.17,-0.06,0
0.17,-0.03,0
0.17,-0.02,0
0.17,-0.01,0
0.17,0.37,0
0.17,0.49,0
0.18,-0.31,0
0.18,-0.18,0
0.19,-0.44,0
0.19,-0.29,0
0.19,-0.05,0
0.19,0.03,0
0.19,0.1,0
0.19,0.54,0
0.19,0.7,0
0.2,0.22,0
0.2,0.24,0
0.21,-0.29,0
0.21,-0.05,0
0.21,0.01,0
0.21,0.3,0
0.22,-0.58,0
0.22,-0.23,0
0.22,0.13,0
0.22,0.27,0
0.22,0.36,0
0.22,0.52,0
0.23,-0.32,0
0.23,-0.24,0
0.23,0.08,0
0.23,0.18,0
0.23,0.51,0
0.24,-0.32,0
0.24,-0.27,0
0.24,-0.18,0
0.24,-0.04,0
0.24,0.09,0
0.24,0.13,0
0.24,0.41,0
0.24,0.57,0
0.24,0.84,0
0.24,1.01,0
0.25,-0.07,0
0.25,0.02,0
0.25,0.12,0
0.25,0.35,0
0.25,0.47,0
0.26,-0.7,0
0.26,-0.4,0
0.26,-0.2,0
0.26,-0.2,0
0.26,0.04,0
0.26,0.22,0
0.26,0.3,0
0.26,0.45,0
0.27,-0.53,0
0.27,-0.12,0
0.27,0.13,0
0.27,0.15,0
0.27,0.22,0
0.27,0.26,0
0.27,0.27,0
0.27,0.65,0
0.28,-0.19,0
0.28,-0.12,0
0.28,0.02,0
0.28,0.19,0
0.28,0.33,0
0.28,0.55,0
0.28,0.81,0
0.29,-0.29,0
0.29,-0.16,0
0.29,-0.03,0
0.29,0.16,0
0.3,-1.01,0
0.3,-0.42,0
0.3,-0.31,0
0.3,-0.2,0
0.3,-0.18,0
0.3,-0.05,0
0.3,0.0,0
0.3,0.26,0
0.3,0.39,0
0.3,0.41,0
0.3,0.47,0
0.3,0.57,0
0.31,-0.33,0
0.31,-0.07,0
0.31,-0.04,0
0.31,0.01,0
0.31,0.1,0
0.31,0.16,0
0.32,-0.54,0
0.32,-0.39,0
0.32,-0.23,0
0.32,-0.23,0
0.32,0.03,0
0.32,0.18,0
0.32,0.32,0
0.32,0.35,0
0.32,0.41,0
0.32,0.47,0
0.32,0.52,0
0.32,1.06,0
0.33,-0.48,0
0.33,-0.38,0
0.33,-0.35,0
0.33,-0.17,0
0.33,-0.09,0
0.33,0.03,0
0.33,0.13,0
0.33,0.18,0
0.33,0.87,0
0.33,0.87,0
0.34,-0.15,0
0.34,-0.14,0
0.34,0.11,0
0.34,0.12,0
0.35,-0.5,0
0.35,-0.19,0
0.35,-0.12,0
0.35,-0.04,0
0.35,-0.01,0
0.35,0.03,0
0.35,0.14,0
0.35,0.16,0
0.36,-0.62,0
0.36,-0.52,0
0.36,-0.16,0
0.37,-0.37,0
0.37,-0.31,0
0.37,-0.3,0
0.37,-0.14,0
0.37,0.02,0
0.37,0.42,0
0.37,0.54,0
0.38,-0.01,0
0.38,0.05,0
0.39,-0.2,0
0.39,0.03,0
0.39,0.68,0
0.4,-0.28,0
0.4,-0.22,0
0.4,-0.2,0
0.4,0.01,0
0.4,0.29,0
0.41,-0.51,0
0.41,-0.13,0
0.41,0.08,0
0.41,0.16,0
0.41,0.45,0
0.41,0.7,0
0.42,-0.18,0
0.42,-0.03,0
0.42,0.43,0
0.42,0.45,0
0.43,-0.19,0
0.43,-0.07,0
0.43,0.07,0
0.43,0.09,0
0.43,0.26,0
0.43,0.41,0
0.43,0.79,0
0.44,-0.33,0
0.44,-0.02,0
0.44,0.15,0
0.44,0.16,0
0.44,0.51,0
0.44,0.96,0
0.45,0.01,0
0.45,0.02,0
0.45,0.16,0
0.45,0.27,0
0.45,0.52,0
0.45,0.54,0
0.45,0.54,0
0.46,-0.49,0
0.46,-0.43,0
0.46,-0.13,0
0.46,0.23,0
0.46,0.5,0
0.46,0.63,0
0.47,-0.27,0
0.47,-0.27,0
0.47,-0.25,0
0.47,-0.13,0
0.47,0.13,0
0.47,0.27,0
0.47,0.63,0
0.48,-0.36,0
0.48,-0.14,0
0.48,-0.09,0
0.48,0.19,0
0.48,0.22,0
0.49,-0.41,0
0.49,-0.37,0
0.49,-0.14,0
0.49,-0.04,0
0.49,-0.02,0
0.49,0.0,0
0.49,0.02,0
0.49,0.08,0
0.49,0.12,0
0.49,0.22,0
0.49,0.59,0
0.49,0.76,0
0.5,-0.31,0
0.5,-0.23,0
0.5,-0.1,0
0.5,0.01,0
0.5,0.15,0
0.5,0.2,0
0.5,0.21,0
0.5,0.25,0
0.5,1.0,0
0.51,-0.45,0
0.51,-0.15,0
0.51,0.0,0
0.51,0.08,0
0.51,0.26,0
0.51,0.28,0
0.51,0.52,0
0.52,-0.16,0
0.52,-0.06,0
0.52,0.12,0
0.52,0.18,0
0.52,0.42,0
0.52,0.58,0
0.53,-0.56,0
0.53,-0.1,0
0.53,0.08,0
0.53,0.09,0
0.53,0.24,0
0.53,0.32,0
0.53,0.39,0
0.53,0.45,0
0.53,0.51,0
0.53,0.7,0
0.53,0.78,0
0.53,0.94,0
0.54,-0.2,0
0.54,-0.04,0
0.54,0.09,0
0.54,0.09,0
0.54,0.11,0
0.54,0.14,0
0.54,0.16,0
0.54,0.19,0
0.54,0.35,0
0.54,0.41,0
0.54,0.95,0
0.55,-0.54,0
0.55,-0.49,0
0.55,-0.46,0
0.55,-0.23,0
0.55,-0.09,0
0.55,-0.0,0
0.55,0.05,0
0.55,0.3,0
0.55,0.31,0
0.55,0.34,0
0.55,0.35,0
0.55,0.44,0
0.55,0.81,0
0.55,0.99,0
0.56,-0.05,0
0.56,0.02,0
0.56,0.04,0
0.56,0.13,0
0.56,0.23,0
0.56,0.23,0
0.56,0.41,0
0.57,-0.28,0
0.57,-0.18,0
0.57,0.47,0
0.57,0.65,0
0.57,0.93,0
0.58,0.09,0
0.58,0.17,0
0.58,0.19,0
0.58,0.26,0
0.58,0.32,0
0.58,0.34,0
0.58,0.7,0
0.59,-0.12,0
0.59,-0.02,0
0.59,0.36,0
0.6,-0.61,0
0.6,-0.4,0
0.6,0.0,0
0.6,0.27,0
0.6,0.8,0
0.61,-0.61,0
0.61,-0.24,0
0.61,-0.23,0
0.61,0.03,0
0.61,0.04,0
0.61,0.21,0
0.61,0.26,0
0.61,0.51,0
0.61,0.66,0
0.61,0.7,0
0.62,-0.03,0
0.62,0.16,0
0.62,0.36,0
0.62,0.61,0
0.63,-0.54,0
0.63,-0.31,0
0.63,-0.02,0
0.63,0.38,0
0.63,0.45,0
0.63,0.6,0
0.63,0.74,0
0.63,0.75,0
0.64,-0.34,0
0.64,-0.33,0
0.64,0.1,0
0.64,0.16,0
0.64,0.16,0
0.64,0.23,0
0.64,0.32,0
0.64,0.48,0
0.64,0.52,0
0.64,0.55,0
0.64,0.69,0
0.64,0.86,0
0.65,-0.5,0
0.65,-0.26,0
0.65,-0.25,0
0.65,0.09,0
0.65,0.15,0
0.65,0.2,0
0.65,0.24,0
0.65,0.27,0
0.65,0.29,0
0.65,0.33,0
0.65,0.64,0
0.65,0.72,0
0.66,-0.21,0
0.66,-0.02,0
0.66,0.18,0
0.66,0.35,0
0.66,0.54,0
0.66,0.64,0
0.66,0.69,0
0.66,0.91,0
0.67,-0.03,0
0.67,-0.02,0
0.67,0.51,0
0.68,-0.25,0
0.68,-0.21,0
0.68,-0.18,0
0.68,-0.14,0
0.68,0.01,0
0.68,0.08,0
0.68,0.27,0
0.68,0.32,0
0.68,0.48,0
0.68,0.65,0
0.68,0.77,0
0.69,-0.74,0
0.69,0.14,0
0.69,0.27,0
0.69,0.35,0
0.69,0.43,0
0.69,0.46,0
0.69,0.61,0
0.7,-0.39,0
0.7,-0.2,0
0.7,0.07,0
0.7,0.23,0
0.7,0.31,0
0.71,-0.1,0
0.71,0.07,0
0.71,0.36,0
0.71,0.47,0
0.71,0.49,0
0.71,0.87,0
0.71,0.95,0
0.72,-0.06,0
0.72,0.06,0
0.72,0.26,0
0.72,0.35,0
0.72,0.37,0
0.72,0.38,0
0.73,0.07,0
0.73,0.17,0
0.73,0.19,0
0.73,0.6,0
0.73,0.67,0
0.74,-0.29,0
0.74,0.11,0
0.74,0.49,0
0.74,0.55,0
0.74,0.71,0
0.75,-0.91,0
0.75,-0.54,0
0.75,-0.28,0
0.75,-0.13,0
0.75,0.05,0
0.75,0.12,0
0.75,0.57,0
0.75,0.84,0
0.76,-0.34,0
0.76,-0.07,0
0.76,0.11,0
0.76,0.21,0
0.76,0.32,0
0.76,0.37,0
0.77,-0.1,0
0.77,0.07,0
0.77,0.19,0
0.77,0.2,0
0.77,0.24,0
0.77,0.32,0
0.78,-0.56,0
0.78,-0.24,0
0.78,-0.11,0
0.78,-0.03,0
0.78,-0.01,0
0.78,0.16,0
0.78,0.16,0
0.78,0.22,0
0.78,0.22,0
0.78,0.48,0
0.78,0.75,0
0.79,-0.45,0
0.79,-0.24,0
0.79,-0.02,0
0.79,0.09,0
0.79,0.18,0
0.79,0.24,0
0.79,0.76,0
0.79,0.76,0
0.79,1.14,0
0.8,-0.15,0
0.8,0.08,0
0.8,0.11,0
0.8,0.3,0
0.8,0.51,0
0.81,-0.82,0
0.81,-0.2,0
0.81,-0.0,0
0.81,0.08,0
0.81,0.25,0
0.82,-0.09,0
0.82,-0.08,0
0.82,0.06,0
0.82,0.15,0
0.82,0.21,0
0.82,0.24,0
0.82,0.28,0
0.83,-0.55,0
0.83,0.07,0
0.83,0.27,0
0.83,0.28,0
0.83,0.39,0
0.83,0.97,0
0.84,-0.36,0
0.84,-0.27,0
0.84,-0.13,0
0.84,-0.0,0
0.84,0.04,0
0.84,0.17,0
0.84,0.45,0
0.85,0.04,0
0.85,0.25,0
0.86,-0.48,0
0.86,-0.25,0
0.86,-0.1,0
0.86,-0.01,0
0.86,0.03,0
0.86,0.45,0
0.87,-0.38,0
0.87,-0.27,0
0.87,-0.11,0
0.87,0.45,0
0.87,0.46,0
0.87,0.53,0
0.88,-0.48,0
0.88,-0.47,0
0.89,-0.46,0
0.89,0.34,0
0.9,-0.82,0
0.9,-0.14,0
0.9,-0.05,0
0.9,-0.02,0
0.9,0.27,0
0.91,0.06,0
0.91,0.14,0
0.91,0.14,0
0.91,0.38,0
0.91,0.42,0
0.91,0.6,0
0.91,0.6,0
0.92,-0.43,0
0.92,-0.27,0
0.92,0.01,0
0.92,0.12,0
0.93,-0.29,0
0.93,0.03,0
0.93,0.13,0
0.93,0.17,0
0.93,0.53,0
0.94,-0.32,0
0.94,-0.02,0
0.94,0.1,0
0.95,-0.08,0
0.95,0.02,0
0.95,0.17,0
0.95,0.33,0
0.95,0.44,0
0.95,0.52,0
0.96,-0.5,0
0.96,-0.32,0
0.96,-0.17,0
0.96,-0.04,0
0.96,0.01,0
0.96,0.07,0
0.96,0.21,0
0.96,0.25,0
0.96,0.28,0
0.96,0.43,0
0.96,0.5,0
0.97,-0.05,0
0.97,0.15,0
0.98,-0.56,0
0.98,-0.32,0
0.98,0.02,0
0.98,0.14,0
0.98,0.21,0
0.98,0.34,0
0.99,0.01,0
0.99,0.12,0
0.99,0.24,0
0.99,0.3,0
0.99,0.32,0
0.99,0.62,0
1.0,-0.19,0
1.0,-0.13,0
1.0,0.03,0
1.01,-0.86,0
1.01,-0.2,0
1.01,-0.18,0
1.01,-0.18,0
1.01,-0.15,0
1.01,-0.12,0
1.01,0.19,0
1.01,0.22,0
1.01,0.54,0
1.02,-0.56,0
1.02,0.02,0
1.02,0.08,0
1.02,0.36,0
1.02,0.5,0
1.02,0.57,0
1.02,0.67,0
1.03,0.63,0
1.03,0.79,0
1.04,0.07,0
1.04,0.1,0
1.04,0.24,0
1.04,0.24,0
1.04,0.29,0
1.04,0.94,0
1.05,-0.89,0
1.05,-0.39,0
1.05,-0.07,0
1.05,0.02,0
1.05,0.06,0
1.05,0.11,0
1.05,0.25,0
1.05,0.27,0
1.05,0.33,0
1.05,0.34,0
1.05,0.37,0
1.05,0.64,0
1.06,-0.03,0
1.06,0.06,0
1.06,0.15,0
1.06,0.2,0
1.06,0.32,0
1.06,0.61,0
1.07,-0.15,0
1.07,0.31,0
1.07,0.91,0
1.08,0.05,0
1.08,0.09,0
1.08,0.4,0
1.09,-0.12,0
1.09,0.32,0
1.09,0.34,0
1.1,-0.64,0
1.1,-0.08,0
1.1,0.09,0
1.1,0.38,0
1.1,0.38,0
1.11,-0.25,0
1.11,0.18,0
1.11,0.3,0
1.11,0.34,0
1.12,-0.26,0
1.12,0.47,0
1.13,-0.83,0
1.13,-0.11,0
1.13,-0.05,0
1.14,0.03,0
1.14,0.07,0
1.14,0.36,0
1.14,0.6,0
1.15,-0.46,0
1.15,-0.07,0
1.15,0.27,0
1.16,-0.28,0
1.16,0.3,0
1.17,-0.34,0
1.17,-0.22,0
1.17,0.18,0
1.17,0.25,0
1.17,0.52,0
1.19,-0.11,0
1.19,0.05,0
1.19,0.24,0
1.2,-0.4,0
1.21,0.05,0
1.21,0.14,0
1.22,0.57,0
1.23,-0.65,0
1.23,0.08,0
1.24,-0.21,0
1.24,-0.14,0
1.24,0.2,0
1.24,0.31,0
1.25,-0.44,0
1.25,0.35,0
1.26,0.0,0
1.26,0.11,0
1.27,-0.24,0
1.27,-0.21,0
1.27,0.06,0
1.27,0.08,0
1.27,0.2,0
1.28,-0.15,0
1.28,0.46,0
1.29,-0.13,0
1.29,-0.03,0
1.3,-0.07,0
1.3,0.01,0
1.31,-0.49,0
1.31,-0.03,0
1.31,0.17,0
1.31,0.18,0
1.31,0.25,0
1.31,0.51,0
1.32,0.27,0
1.32,0.29,0
1.32,0.41,0
1.33,0.28,0
1.33,0.66,0
1.34,0.14,0
1.35,0.44,0
1.36,-0.67,0
1.36,0.04,0
1.36,0.31,0
1.36,0.82,0
1.37,-0.65,0
1.38,-0.31,0
1.38,0.33,0
1.38,0.76,0
1.39,0.15,0
1.39,0.66,0
1.4,-0.23,0
1.41,-0.17,0
1.42,-0.12,0
1.42,0.02,0
1.42,0.05,0
1.42,0.36,0
1.43,-0.18,0
1.43,-0.09,0
1.44,0.26,0
1.45,-0.45,0
1.45,0.18,0
1.46,-0.4,0
1.46,0.23,0
1.47,-0.49,0
1.49,-0.17,0
1.5,0.01,0
1.5,0.37,0
1.5,0.49,0
1.51,0.07,0
1.52,-0.03,0
1.52,0.4,0
1.54,0.28,0
1.55,0.09,0
1.56,0.04,0
1.57,0.4,0
1.57,0.46,0
1.58,-0.38,0
1.6,0.12,0
1.61,0.67,0
1.62,0.27,0
1.63,0.05,0
1.66,0.01,0
1.66,0.1,0
1.72,-0.48,0
1.73,0.09,0
1.74,0.29,0
1.74,0.62,0
1.75,0.37,0
1.8,-0.42,0
1.8,0.1,0
1.82,-0.27,0
1.83,0.16,0
1.84,-0.35,0
1.87,0.47,0
1.9,0.04,0
1.92,0.75,0
1.93,-0.71,0
1.95,0.78,0
1.98,-0.03,0
2.0,-0.16,0
2.03,0.05,0
2.04,0.09,0
2.31,0.19,0
-0.97,-0.78,1
-0.62,-0.9,1
-0.56,-1.16,1
-0.46,-1.54,1
-0.45,-1.2,1
-0.4,-1.55,1
-0.33,-1.11,1
-0.32,-1.49,1
-0.2,-1.65,1
-0.19,-1.51,1
-0.17,-1.45,1
-0.17,-1.26,1
-0.17,-0.87,1
-0.14,-1.0,1
-0.08,-1.52,1
-0.05,-0.54,1
-0.04,-1.57,1
-0.01,-1.51,1
0.01,-1.71,1
0.01,-1.47,1
0.01,-1.21,1
0.03,-1.5,1
0.04,-1.2,1
0.04,-0.95,1
0.05,-1.99,1
0.05,-0.9,1
0.06,-1.35,1
0.07,-0.74,1
0.08,-0.56,1
0.09,-1.41,1
0.09,-1.0,1
0.09,-0.62,1
0.1,-1.36,1
0.1,-0.9,1
0.11,-1.83,1
0.11,-1.15,1
0.11,-0.86,1
0.12,-1.55,1
0.12,-0.83,1
0.13,-1.49,1
0.14,-0.83,1
0.15,-0.88,1
0.16,-1.53,1
0.17,-1.08,1
0.17,-0.99,1
0.17,-0.91,1
0.17,-0.54,1
0.18,-1.49,1
0.18,-1.33,1
0.18,-1.1,1
0.18,-1.03,1
0.18,-0.87,1
0.19,-0.98,1
0.19,-0.92,1
0.19,-0.91,1
0.2,-0.75,1
0.21,-1.47,1
0.21,-1.25,1
0.21,-0.87,1
0.21,-0.81,1
0.22,-1.22,1
0.22,-0.97,1
0.22,-0.93,1
0.22,-0.73,1
0.23,-1.16,1
0.24,-1.13,1
0.24,-0.76,1
0.25,-1.15,1
0.25,-0.77,1
0.26,-1.29,1
0.26,-0.82,1
0.26,-0.66,1
0.27,-1.02,1
0.27,-0.94,1
0.27,-0.8,1
0.28,-1.22,1
0.29,-1.44,1
0.3,-1.13,1
0.3,-1.09,1
0.3,-0.93,1
0.3,-0.77,1
0.3,-0.77,1
0.31,-1.72,1
0.31,-1.3,1
0.31,-1.17,1
0.32,-1.72,1
0.33,-1.49,1
0.33,-1.49,1
0.33,-0.65,1
0.34,-1.26,1
0.34,-1.21,1
0.34,-1.08,1
0.34,-1.08,1
0.35,-2.1,1
0.35,-1.87,1
0.35,-1.37,1
0.35,-1.0,1
0.35,-0.92,1
0.35,-0.85,1
0.36,-1.43,1
0.36,-1.03,1
0.36,-0.91,1
0.36,-0.85,1
0.37,-2.4,1
0.38,-1.27,1
0.38,-1.06,1
0.38,-1.01,1
0.38,-0.86,1
0.38,-0.44,1
0.39,-1.31,1
0.39,-1.13,1
0.39,-0.96,1
0.39,-0.74,1
0.4,-1.5,1
0.4,-1.18,1
0.41,-0.57,1
0.41,-0.53,1
0.42,-1.16,1
0.42,-0.95,1
0.42,-0.79,1
0.42,-0.52,1
0.43,-1.58,1
0.43,-1.4,1
0.43,-1.15,1
0.44,-1.33,1
0.44,-0.81,1
0.44,-0.58,1
0.45,-1.59,1
0.45,-1.29,1
0.45,-1.17,1
0.45,-1.09,1
0.45,-0.99,1
0.45,-0.7,1
0.46,-1.01,1
0.46,-0.59,1
0.47,-1.41,1
0.47,-1.27,1
0.48,-1.62,1
0.48,-0.81,1
0.48,-0.19,1
0.49,-1.41,1
0.49,-1.25,1
0.49,-1.09,1
0.49,-0.95,1
0.5,-1.49,1
0.51,-1.55,1
0.51,-1.29,1
0.51,-1.28,1
0.51,-1.11,1
0.51,-1.07,1
0.51,-1.05,1
0.51,-0.95,1
0.51,-0.93,1
0.52,-1.19,1
0.52,-1.07,1
0.53,-1.94,1
0.54,-1.46,1
0.54,-1.33,1
0.54,-0.93,1
0.54,-0.92,1
0.54,-0.85,1
0.55,-1.55,1
0.55,-1.43,1
0.55,-1.09,1
0.55,-0.78,1
0.56,-1.94,1
0.56,-1.65,1
0.56,-1.61,1
0.56,-1.57,1
0.56,-1.57,1
0.56,-1.53,1
0.56,-1.52,1
0.56,-1.38,1
0.56,-1.32,1
0.56,-1.05,1
0.56,-0.93,1
0.56,-0.88,1
0.56,-0.68,1
0.57,-1.73,1
0.57,-1.4,1
0.57,-1.08,1
0.58,-1.71,1
0.58,-1.46,1
0.58,-0.37,1
0.59,-1.78,1
0.59,-1.52,1
0.59,-1.41,1
0.59,-1.32,1
0.59,-0.34,1
0.6,-1.31,1
0.6,-1.29,1
0.6,-1.05,1
0.6,-1.04,1
0.6,-1.0,1
0.61,-1.23,1
0.61,-1.2,1
0.61,-1.15,1
0.61,-1.02,1
0.61,-0.81,1
0.61,-0.8,1
0.61,-0.48,1
0.61,-0.46,1
0.62,-1.21,1
0.62,-1.21,1
0.62,-1.04,1
0.62,-1.02,1
0.62,-0.96,1
0.62,-0.73,1
0.62,-0.47,1
0.63,-1.56,1
0.63,-1.19,1
0.63,-0.82,1
0.63,-0.68,1
0.63,-0.65,1
0.64,-1.39,1
0.64,-1.36,1
0.64,-1.31,1
0.65,-1.62,1
0.65,-1.33,1
0.65,-0.99,1
0.65,-0.98,1
0.65,-0.67,1
0.65,-0.54,1
0.66,-1.21,1
0.66,-1.02,1
0.66,-0.9,1
0.66,-0.54,1
0.66,-0.47,1
0.67,-1.44,1
0.67,-1.11,1
0.68,-1.42,1
0.68,-1.05,1
0.68,-0.97,1
0.69,-1.68,1
0.69,-1.58,1
0.69,-1.36,1
0.69,-1.27,1
0.69,-1.25,1
0.69,-1.2,1
0.69,-1.1,1
0.69,-0.92,1
0.69,-0.87,1
0.69,-0.6,1
0.7,-1.69,1
0.7,-1.57,1
0.7,-1.32,1
0.7,-1.23,1
0.7,-0.71,1
0.7,-0.67,1
0.7,-0.58,1
0.71,-1.29,1
0.71,-1.2,1
0.71,-1.12,1
0.71,-0.77,1
0.72,-1.44,1
0.72,-1.39,1
0.72,-1.38,1
0.72,-1.34,1
0.72,-1.28,1
0.72,-1.22,1
0.72,-1.21,1
0.72,-1.16,1
0.73,-1.33,1
0.73,-0.72,1
0.73,-0.6,1
0.74,-1.96,1
0.74,-1.37,1
0.74,-1.34,1
0.74,-0.61,1
0.75,-1.4,1
0.75,-1.37,1
0.75,-1.29,1
0.75,-0.96,1
0.75,-0.74,1
0.76,-1.8,1
0.76,-1.73,1
0.76,-1.68,1
0.76,-1.42,1
0.76,-1.15,1
0.76,-0.97,1
0.76,-0.95,1
0.77,-1.16,1
0.77,-0.83,1
0.78,-1.63,1
0.78,-1.41,1
0.78,-1.08,1
0.78,-0.97,1
0.78,-0.95,1
0.78,-0.74,1
0.78,-0.5,1
0.79,-0.88,1
0.8,-1.63,1
0.8,-1.52,1
0.8,-1.38,1
0.8,-1.31,1
0.8,-1.22,1
0.8,-1.2,1
0.8,-1.01,1
0.8,-0.93,1
0.8,-0.9,1
0.8,-0.78,1
0.81,-1.36,1
0.81,-0.93,1
0.81,-0.56,1
0.82,-1.21,1
0.82,-1.02,1
0.82,-0.85,1
0.82,-0.59,1
0.83,-1.18,1
0.83,-1.11,1
