x0,x1,labels
-9.4,5.34,0
-3.28,3.19,0
-9.88,5.9,0
-11.17,11.98,0
-7.14,6.56,0
-5.71,6.73,0
-7.64,6.51,0
-1.01,3.34,0
-12.45,6.56,0
-4.17,5.99,0
-6.39,6.86,0
-4.21,2.73,0
-2.84,-1.31,0
-9.61,-5.34,0
-5.96,4.66,0
-7.38,3.86,0
-12.86,-0.06,0
-2.72,4.91,0
-5.3,6.83,0
-5.93,3.87,0
-5.92,5.9,0
-5.98,3.4,0
-3.33,6.73,0
-8.43,3.86,0
-6.12,5.68,0
-8.81,1.05,0
-6.46,8.23,0
-1.86,3.92,0
-3.72,4.26,0
-12.59,5.65,0
-5.01,5.26,0
-9.93,3.38,0
-7.89,1.27,0
-9.86,7.26,0
-3.65,1.76,0
-6.29,6.74,0
-10.73,1.84,0
-13.98,5.44,0
-5.58,9.92,0
-7.54,6.1,0
-8.5,5.17,0
-7.14,2.54,0
-7.1,2.8,0
-10.91,3.87,0
-9.6,1.73,0
-4.97,2.27,0
-10.95,4.64,0
-6.65,-0.93,0
-9.77,1.3,0
-10.52,2.99,0
-5.01,-0.32,0
-14.85,10.29,0
-8.46,0.9,0
-6.72,4.8,0
-9.33,1.77,0
-5.21,5.03,0
-9.68,4.86,0
-6.84,4.71,0
-8.14,3.59,0
-13.22,5.82,0
-11.12,2.41,0
-10.11,3.75,0
-10.61,4.77,0
-9.95,1.61,0
-4.35,-0.22,0
-3.6,4.95,0
-5.91,2.81,0
-8.69,5.21,0
-9.78,4.96,0
-4.93,4.26,0
-8.76,5.16,0
-11.82,-0.27,0
-6.38,2.16,0
-5.43,5.96,0
-9.73,2.38,0
-7.08,2.39,0
-8.16,1.28,0
-7.4,0.52,0
-13.8,1.15,0
-3.61,3.18,0
-4.9,2.09,0
-6.04,2.75,0
-8.16,3.15,0
-4.29,1.85,0
-13.05,0.15,0
-12.7,1.23,0
-10.61,6.55,0
-9.63,-5.17,0
-6.48,3.36,0
-3.31,7.86,0
-11.02,1.58,0
-8.63,6.54,0
-12.83,6.01,0
-10.15,6.27,0
-7.84,1.38,0
-8.49,-1.61,0
-7.8,4.1,0
-3.52,2.09,0
-10.06,-2.08,0
-5.69,0.71,0
-7.42,3.85,0
-5.42,3.51,0
-9.22,-0.59,0
-12.33,8.1,0
-12.39,2.19,0
-8.34,1.09,0
-10.41,7.92,0
-5.53,-1.24,0
-9.12,5.24,0
-8.82,-0.04,0
-9.79,1.15,0
-10.95,0.11,0
-10.59,4.18,0
-5.64,5.03,0
-7.51,7.04,0
-9.58,-0.12,0
-10.05,2.55,0
-5.29,5.17,0
-10.29,0.95,0
-9.04,2.77,0
-3.48,7.58,0
-8.67,6.18,0
-7.44,3.6,0
-10.62,-4.56,0
-5.37,3.95,0
-6.55,0.93,0
-10.57,7.07,0
-5.24,4.76,0
-13.26,-1.12,0
-6.54,8.72,0
-9.93,4.29,0
-9.4,8.27,0
-14.68,1.89,0
-11.58,-4.94,0
-12.16,9.09,0
-10.63,5.0,0
-7.37,2.43,0
-8.93,0.85,0
-6.93,1.07,0
-12.95,2.99,0
-2.9,2.19,0
-5.71,5.19,0
-6.09,11.27,0
-5.33,5.09,0
-5.79,3.76,0
-6.74,5.21,0
-7.6,0.52,0
-1.85,1.77,0
-5.63,3.29,0
-6.28,10.92,0
-8.15,2.42,0
-3.23,4.81,0
-2.65,5.76,0
-7.5,3.55,0
-12.69,2.56,0
-12.23,-0.46,0
-7.5,6.45,0
-8.32,3.28,0
-11.24,5.6,0
-9.54,1.03,0
-8.21,6.03,0
-7.35,10.7,0
-14.37,1.65,0
-8.76,4.91,0
-8.97,0.61,0
-10.64,4.83,0
-12.22,0.3,0
-7.06,0.19,0
-10.0,5.76,0
-1.7,-4.26,1
-0.59,-0.6,1
-2.17,-6.54,1
-1.6,-5.89,1
1.3,-3.63,1
0.26,-3.87,1
2.22,-2.86,1
-2.88,-2.17,1
4.62,4.78,1
3.46,-0.2,1
6.73,-0.57,1
0.72,-4.65,1
-0.09,1.66,1
-1.45,-6.45,1
1.02,-6.23,1
-1.44,-6.12,1
-0.77,3.09,1
5.58,-1.24,1
-1.88,-3.7,1
-0.17,-1.33,1
1.92,-1.26,1
3.7,-3.43,1
-0.31,-1.26,1
0.65,-3.4,1
-2.24,-7.42,1
-2.36,-1.99,1
-0.97,-4.07,1
3.28,-1.19,1
-6.34,-1.04,1
-1.12,3.72,1
-2.39,-0.55,1
2.7,1.8,1
1.05,2.87,1
1.35,-4.98,1
1.57,-9.09,1
-6.0,2.57,1
0.19,0.05,1
0.1,-3.13,1
-0.02,-4.11,1
5.13,-1.25,1
4.75,0.55,1
4.59,-3.03,1
3.01,-5.35,1
-0.59,-1.78,1
4.05,-2.98,1
-1.95,-4.68,1
-3.56,-6.3,1
-5.99,-2.33,1
7.35,-0.99,1
-1.19,-8.64,1
2.54,1.21,1
3.45,-5.01,1
1.92,-6.73,1
-0.26,-3.42,1
-2.53,3.43,1
1.14,-4.12,1
4.66,-2.32,1
1.21,1.12,1
1.78,0.7,1
0.25,-5.82,1
0.97,-3.68,1
2.33,-3.35,1
-0.98,-5.38,1
-0.36,-6.27,1
-2.87,-5.98,1
-3.03,-4.18,1
-3.22,-5.14,1
2.86,-1.04,1
1.21,-1.62,1
-0.84,-0.33,1
-4.27,0.6,1
-2.98,-7.65,1
1.58,-5.95,1
3.99,-2.3,1
-3.02,2.48,1
2.97,-8.97,1
5.39,1.63,1
1.98,-6.13,1
1.15,-4.45,1
-2.13,-0.77,1
-2.88,1.51,1
2.99,-4.08,1
3.08,-3.48,1
-3.24,-3.4,1
2.84,-4.11,1
-1.7,-2.94,1
4.27,-3.72,1
-1.62,-1.23,1
4.74,-5.44,1
2.73,-5.12,1
7.56,-5.51,1
-1.06,-8.95,1
-1.11,-6.28,1
-0.74,-3.61,1
-3.79,-3.92,1
-5.93,-5.95,1
-5.02,3.39,1
-0.73,0.25,1
3.76,-5.81,1
3.25,-1.12,1
1.37,-1.71,1
0.52,-8.52,1
-5.43,-7.35,1
3.21,-8.15,1
6.94,2.09,1
1.21,-8.25,1
0.99,-4.57,1
-0.9,-1.6,1
0.8,-1.84,1
4.25,-6.06,1
5.32,-2.74,1
5.3,-3.72,1
-0.14,-6.5,1
0.66,0.16,1
0.43,-3.64,1
0.39,0.65,1
0.49,0.01,1
-1.41,-6.08,1
0.52,-2.32,1
2.66,-0.51,1
3.19,-5.4,1
-0.36,-0.5,1
-1.49,-4.79,1
4.08,0.41,1
3.65,-4.4,1
0.13,-0.33,1
-1.41,-2.02,1
2.71,-5.49,1
-2.55,-1.8,1
3.54,-5.58,1
6.42,-1.71,1
5.91,0.31,1
-3.31,1.59,1
1.01,-6.95,1
-7.32,-7.43,1
-1.25,-1.48,1
2.58,-5.34,1
-8.34,-2.3,1
-1.05,-5.32,1
4.09,1.76,1
-2.02,0.74,1
6.72,-2.71,1
5.94,-4.94,1
0.81,3.22,1
2.67,-4.24,1
1.0,-0.3,1
3.86,2.25,1
-0.08,2.78,1
2.02,1.15,1
0.77,-2.61,1
11.49,-0.7,1
-3.35,1.43,1
-0.62,-0.23,1
4.67,-3.43,1
-1.43,0.15,1
2.78,-4.77,1
1.89,-4.18,1
-0.3,-2.11,1
2.26,-7.59,1
1.98,-11.47,1
3.01,1.42,1
-1.39,0.46,1
3.4,-4.71,1
-5.92,4.3,1
0.22,2.19,1
8.26,-0.48,1
8.89,-5.49,1
0.55,-7.41,1
-3.54,-5.53,1
1.3,-0.44,1
2.73,-6.33,1
1.21,-1.99,1
5.21,0.78,1
-2.7,-4.03,1
0.02,-2.38,1
-0.31,-0.76,1
3.37,-2.35,1
5.72,-6.12,1
4.26,-5.25,1
-0.06,-3.85,1
0.3,-1.85,1
2.15,-0.02,1
-1.61,2.18,1
8.33,-1.23,1
0.8,-0.51,1
1.79,-5.07,1
-0.38,-7.13,1
-1.66,-1.03,1
4.95,-3.4,1
-7.67,-6.51,1
2.02,-0.62,1
3.71,2.4,1
-0.1,-3.07,1
4.37,-4.62,1
2.46,-3.43,1
-1.39,-2.55,1
3.77,-3.7,1
-5.48,-5.8,1
4.83,-3.87,1
1.07,-3.92,1
-2.62,4.76,1
3.68,-1.26,1
3.17,1.04,1
-2.6,-4.26,1
3.33,-1.27,1
4.13,-4.15,1
-0.91,-8.5,1
1.49,0.42,1
-1.5,-1.2,1
2.29,-1.03,1
6.38,-6.18,1
0.84,0.48,1
2.64,-0.22,1
2.56,-4.8,1
3.44,-5.26,1
0.06,-3.01,1
1.69,-6.92,1
-1.58,-3.99,1
-2.57,-5.76,1
2.13,-1.19,1
-1.09,-3.35,1
2.7,-1.17,1
-0.3,-1.06,1
3.75,-2.79,1
3.36,-2.89,1
-4.17,-8.24,1
-1.05,0.43,1
-0.63,-9.96,1
-1.6,2.2,1
3.84,-8.1,1
-0.66,-1.3,1
1.16,-0.04,1
-3.68,-4.55,1
-0.29,-5.31,1
-3.3,-5.51,1
2.23,-1.4,1
0.45,-3.33,1
-4.64,-2.58,1
-0.99,-0.01,1
2.79,-6.25,1
-3.44,-3.75,1
-2.74,1.35,1
0.44,1.18,1
-3.48,-4.01,1
4.1,-1.2,1
3.37,-11.02,1
-0.75,2.87,1
-0.92,-3.41,1
2.97,-2.97,1
1.59,-0.24,1
1.05,-1.71,1
-2.34,-5.81,1
2.36,-2.04,1
-3.07,-2.88,1
1.76,2.24,1
0.5,3.63,1
-4.95,-2.65,1
-2.25,1.21,1
-1.47,-1.94,1
-2.07,-5.25,1
-3.72,-9.12,1
4.2,0.82,1
-1.35,-3.58,1
0.89,-2.19,1
8.01,-7.2,1
1.58,-1.4,1
3.06,-3.0,1
2.31,-3.75,1
3.81,-3.56,1
3.37,-5.52,1
-3.04,-2.92,1
2.8,-9.78,1
1.49,-7.41,1
6.17,1.3,1
-1.21,-2.43,1
4.82,-8.15,1
3.13,1.2,1
6.77,-6.48,1
-0.17,-0.25,1
1.45,-0.26,1
6.4,-12.98,1
-3.8,-2.42,1
0.6,-5.17,1
4.48,-5.36,1
3.45,-6.46,1
-0.85,-6.61,1
-0.22,-10.02,1
2.84,-10.21,1
-0.36,-1.96,1
0.63,-8.03,1
-0.46,-0.7,1
-4.04,-5.86,1
-3.46,-2.89,1
1.35,3.07,1
-4.9,-2.93,1
-1.85,-1.01,1
3.58,-5.83,1
3.12,-5.2,1
2.65,-2.26,1
-5.96,-2.4,1
